yyyy/mmdd(or -ddd)/hh.h):2018/1207/11.0UT  geog Lat/Long/Alt= 76.0/   5.0/ 100.0

NeQuick is used for topside Ne profile
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
Shubin2015model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2=  59943.6   NmF1=      0.0   NmE=   4053.1
Peak Heights/km:     hmF2=   220.63   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              98.9
Dip (Magnetic Inclination)/degree                      81.24
Modip (Modified Dip)/degree                            70.87
Solar Sunspot Number (12-months running mean) Rz12      4.3           
Ionospheric-Effective Solar Index IG12                -11.3           
Solar radio flux F10.7 (daily)                         68.1           
Solar radio flux F10.7 (81-day average)                67.8           

TEC [1.E16 m-2] is obtained by numerical integration in 1km steps
  from 50 to 1500.0 km. t is the percentage of TEC above the F peak.

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
 330.0   31574  0.527   715  1150  2317 974  19   3   3   0   0  -1   1.3  75
 331.0   31310  0.522   715  1154  2323 974  20   3   3   0   0  -1   1.3  75
 332.0   31048  0.518   715  1157  2330 974  20   3   3   0   0  -1   1.3  75
 333.0   30788  0.514   715  1161  2337 974  20   3   3   0   0  -1   1.3  75
 334.0   30531  0.509   715  1164  2343 974  20   3   3   0   0  -1   1.3  75
 335.0   30275  0.505   715  1168  2350 974  20   3   3   0   0  -1   1.3  75
 336.0   30021  0.501   715  1171  2357 974  20   3   3   0   0  -1   1.3  75
 337.0   29769  0.497   715  1175  2363 973  20   4   3   0   0  -1   1.3  75
 338.0   29519  0.492   715  1178  2370 973  20   4   3   0   0  -1   1.3  75
 339.0   29272  0.488   715  1182  2376 973  20   4   3   0   0  -1   1.3  75
 340.0   29026  0.484   715  1185  2383 973  20   4   3   0   0  -1   1.3  75
 341.0   28782  0.480   715  1189  2389 973  20   4   3   0   0  -1   1.3  75
 342.0   28540  0.476   715  1192  2396 973  20   4   3   0   0  -1   1.3  75
 343.0   28301  0.472   715  1196  2402 972  20   4   3   0   0  -1   1.3  75
 344.0   28063  0.468   715  1199  2409 972  21   4   3   0   0  -1   1.3  75
 345.0   27827  0.464   715  1202  2415 972  21   4   3   0   0  -1   1.3  75
 346.0   27593  0.460   715  1206  2421 972  21   4   3   0   0  -1   1.3  75
 347.0   27362  0.456   715  1209  2427 972  21   4   3   0   0  -1   1.3  75
 348.0   27132  0.453   715  1213  2433 972  21   4   3   0   0  -1   1.3  75
 349.0   26904  0.449   715  1216  2439 972  21   4   3   0   0  -1   1.3  75
 350.0   26678  0.445   715  1220  2445 971  21   4   3   0   0  -1   1.3  75
 351.0   26454  0.441   715  1223  2451 971  21   4   3   0   0  -1   1.3  75
 352.0   26232  0.438   715  1227  2457 971  21   4   4   0   0  -1   1.3  75
 353.0   26012  0.434   715  1230  2462 971  21   4   4   0   0  -1   1.3  75
 354.0   25794  0.430   715  1234  2468 971  21   4   4   0   0  -1   1.3  75
 355.0   25578  0.427   715  1237  2474 971  21   4   4   0   0  -1   1.3  75
 356.0   25364  0.423   715  1241  2479 970  22   4   4   0   0  -1   1.3  75
 357.0   25152  0.420   715  1244  2484 970  22   4   4   0   0  -1   1.3  75
 358.0   24942  0.416   715  1248  2490 970  22   5   4   0   0  -1   1.3  75
 359.0   24733  0.413   715  1251  2495 970  22   5   4   0   0  -1   1.3  75
 360.0   24526  0.409   715  1255  2500 970  22   5   4   0   0  -1   1.3  75
 361.0   24322  0.406   715  1258  2505 969  22   5   4   0   0  -1   1.3  75
 362.0   24119  0.402   715  1262  2511 969  22   5   4   0   0  -1   1.3  75
 363.0   23918  0.399   715  1265  2516 969  22   5   4   0   0  -1   1.3  75
 364.0   23719  0.396   715  1268  2521 969  22   5   4   0   0  -1   1.3  75
 365.0   23521  0.392   715  1272  2526 969  22   5   4   0   0  -1   1.3  75
 366.0   23326  0.389   715  1275  2531 969  22   5   4   0   0  -1   1.3  75
 367.0   23132  0.386   715  1279  2536 968  23   5   4   0   0  -1   1.3  75
 368.0   22940  0.383   715  1282  2541 968  23   5   4   0   0  -1   1.3  75
 369.0   22750  0.380   715  1286  2546 968  23   5   4   0   0  -1   1.3  75
 370.0   22561  0.376   715  1289  2551 968  23   5   4   0   0  -1   1.3  75
 371.0   22375  0.373   715  1293  2556 968  23   5   4   0   0  -1   1.3  75
 372.0   22190  0.370   715  1296  2561 967  23   5   4   0   0  -1   1.3  75
 373.0   22007  0.367   715  1300  2567 967  23   5   4   0   0  -1   1.3  75
 374.0   21825  0.364   715  1303  2572 967  23   5   4   0   0  -1   1.3  75
 375.0   21645  0.361   715  1307  2577 967  23   6   4   0   0  -1   1.3  75
 376.0   21467  0.358   715  1310  2582 967  23   6   4   0   0  -1   1.3  75
 377.0   21291  0.355   715  1314  2587 967  23   6   4   0   0  -1   1.3  75
 378.0   21116  0.352   715  1317  2592 966  24   6   4   0   0  -1   1.3  75
 379.0   20943  0.349   715  1321  2597 966  24   6   4   0   0  -1   1.3  75
 380.0   20772  0.347   715  1324  2602 966  24   6   4   0   0  -1   1.3  75
 381.0   20602  0.344   715  1327  2607 966  24   6   5   0   0  -1   1.3  75
 382.0   20434  0.341   715  1331  2612 966  24   6   5   0   0  -1   1.3  75
 383.0   20267  0.338   715  1334  2617 965  24   6   5   0   0  -1   1.3  75
 384.0   20102  0.335   715  1338  2622 965  24   6   5   0   0  -1   1.3  75
 385.0   19938  0.333   715  1341  2627 965  24   6   5   0   0  -1   1.3  75
 386.0   19776  0.330   715  1345  2632 965  24   6   5   0   0  -1   1.3  75
 387.0   19616  0.327   715  1348  2637 964  24   6   5   0   0  -1   1.3  75
 388.0   19457  0.325   715  1352  2642 964  25   6   5   0   0  -1   1.3  75
 389.0   19300  0.322   715  1355  2647 964  25   7   5   0   0  -1   1.3  75
 390.0   19144  0.319   715  1359  2652 964  25   7   5   0   0  -1   1.3  75
 391.0   18990  0.317   715  1362  2657 964  25   7   5   0   0  -1   1.3  75
 392.0   18837  0.314   715  1366  2662 963  25   7   5   0   0  -1   1.3  75
 393.0   18685  0.312   715  1369  2667 963  25   7   5   0   0  -1   1.3  75
 394.0   18535  0.309   715  1373  2672 963  25   7   5   0   0  -1   1.3  75
 395.0   18387  0.307   715  1376  2677 963  25   7   5   0   0  -1   1.3  75
 396.0   18240  0.304   715  1379  2682 963  25   7   5   0   0  -1   1.3  75
 397.0   18094  0.302   715  1383  2687 962  25   7   5   0   0  -1   1.3  75
 398.0   17950  0.299   715  1386  2692 962  26   7   5   0   0  -1   1.3  75
 399.0   17807  0.297   715  1390  2697 962  26   7   5   0   0  -1   1.3  75
 400.0   17666  0.295   715  1393  2702 962  26   7   5   0   0  -1   1.3  75
 401.0   17525  0.292   715  1397  2707 961  26   7   5   0   0  -1   1.3  75
 402.0   17387  0.290   715  1400  2712 961  26   8   5   0   0  -1   1.3  75
 403.0   17249  0.288   715  1404  2717 961  26   8   5   0   0  -1   1.3  75
 404.0   17113  0.285   715  1407  2722 961  26   8   5   0   0  -1   1.3  75
 405.0   16978  0.283   715  1410  2727 960  26   8   6   0   0  -1   1.3  75
 406.0   16845  0.281   715  1414  2732 960  26   8   6   0   0  -1   1.3  75
 407.0   16712  0.279   715  1417  2737 960  26   8   6   0   0  -1   1.3  75
 408.0   16581  0.277   715  1421  2742 960  27   8   6   0   0  -1   1.3  75
 409.0   16452  0.274   715  1424  2747 959  27   8   6   0   0  -1   1.3  75
 410.0   16323  0.272   715  1428  2752 959  27   8   6   0   0  -1   1.3  75
 411.0   16196  0.270   715  1431  2757 959  27   8   6   0   0  -1   1.3  75
 412.0   16070  0.268   715  1434  2763 959  27   9   6   0   0  -1   1.3  75
 413.0   15945  0.266   715  1438  2768 958  27   9   6   0   0  -1   1.3  75
 414.0   15821  0.264   715  1441  2773 958  27   9   6   0   0  -1   1.3  75
 415.0   15699  0.262   715  1445  2778 958  27   9   6   0   0  -1   1.3  75
 416.0   15578  0.260   715  1448  2783 958  27   9   6   0   0  -1   1.3  75
 417.0   15458  0.258   715  1451  2788 957  28   9   6   0   0  -1   1.3  75
 418.0   15339  0.256   715  1455  2793 957  28   9   6   0   0  -1   1.3  75
 419.0   15221  0.254   715  1458  2798 957  28   9   6   0   0  -1   1.3  75
 420.0   15104  0.252   715  1461  2803 957  28   9   6   0   0  -1   1.3  75
 421.0   14989  0.250   715  1465  2808 956  28   9   6   0   0  -1   1.3  75
 422.0   14874  0.248   715  1468  2813 956  28  10   6   0   0  -1   1.3  75
 423.0   14761  0.246   715  1471  2818 956  28  10   6   0   0  -1   1.3  75
 424.0   14649  0.244   715  1475  2823 955  28  10   6   0   0  -1   1.3  75
 425.0   14538  0.243   715  1478  2828 955  28  10   7   0   0  -1   1.3  75
 426.0   14427  0.241   715  1481  2833 955  28  10   7   0   0  -1   1.3  75
 427.0   14318  0.239   715  1484  2838 955  29  10   7   0   0  -1   1.3  75
 428.0   14210  0.237   715  1488  2843 954  29  10   7   0   0  -1   1.3  75
 429.0   14103  0.235   715  1491  2848 954  29  10   7   0   0  -1   1.3  75
 430.0   13997  0.234   715  1494  2853 954  29  11   7   0   0  -1   1.3  75
 431.0   13892  0.232   715  1497  2858 953  29  11   7   0   0  -1   1.3  75
 432.0   13788  0.230   715  1501  2863 953  29  11   7   0   0  -1   1.3  75
 433.0   13685  0.228   715  1504  2868 953  29  11   7   0   0  -1   1.3  75
 434.0   13583  0.227   715  1507  2873 953  29  11   7   0   0  -1   1.3  75
 435.0   13482  0.225   715  1510  2878 952  30  11   7   0   0  -1   1.3  75
 436.0   13382  0.223   715  1513  2883 952  30  11   7   0   0  -1   1.3  75
 437.0   13283  0.222   715  1516  2888 952  30  11   7   0   0  -1   1.3  75
 438.0   13185  0.220   715  1520  2893 951  30  12   7   0   0  -1   1.3  75
 439.0   13088  0.218   715  1523  2898 951  30  12   7   0   0  -1   1.3  75
 440.0   12991  0.217   715  1526  2903 951  30  12   7   0   0  -1   1.3  75
 441.0   12896  0.215   715  1529  2908 950  30  12   7   0   0  -1   1.3  75
 442.0   12801  0.214   715  1532  2913 950  30  12   7   0   0  -1   1.3  75
 443.0   12708  0.212   715  1535  2918 950  30  12   8   0   0  -1   1.3  75
 444.0   12615  0.210   715  1538  2923 949  31  12   8   0   0  -1   1.3  75
 445.0   12523  0.209   715  1541  2928 949  31  13   8   0   0  -1   1.3  75
 446.0   12432  0.207   715  1544  2933 949  31  13   8   0   0  -1   1.3  75
 447.0   12342  0.206   715  1547  2938 948  31  13   8   0   0  -1   1.3  75
 448.0   12253  0.204   715  1550  2943 948  31  13   8   0   0  -1   1.3  75
 449.0   12164  0.203   715  1553  2948 948  31  13   8   0   0  -1   1.3  75
 450.0   12076  0.201   715  1556  2953 947  31  13   8   0   0  -1   1.3  75
 451.0   11990  0.200   715  1559  2958 947  31  13   8   0   0  -1   1.3  75
 452.0   11904  0.199   715  1562  2963 947  32  14   8   0   0  -1   1.3  75
 453.0   11818  0.197   715  1565  2968 946  32  14   8   0   0  -1   1.3  75
 454.0   11734  0.196   715  1568  2973 946  32  14   8   0   0  -1   1.3  75
 455.0   11650  0.194   715  1571  2978 946  32  14   8   0   0  -1   1.3  75
 456.0   11567  0.193   715  1574  2984 945  32  14   8   0   0  -1   1.3  75
 457.0   11485  0.192   715  1577  2989 945  32  14   8   0   0  -1   1.3  75
 458.0   11404  0.190   715  1580  2994 945  32  15   9   0   0  -1   1.3  75
 459.0   11323  0.189   715  1583  2999 944  32  15   9   0   0  -1   1.3  75
 460.0   11243  0.188   715  1586  3004 944  32  15   9   0   0  -1   1.3  75
 461.0   11164  0.186   715  1589  3009 944  33  15   9   0   0  -1   1.3  75
 462.0   11086  0.185   715  1592  3014 943  33  15   9   0   0  -1   1.3  75
 463.0   11008  0.184   715  1595  3019 943  33  15   9   0   0  -1   1.3  75
 464.0   10931  0.182   715  1598  3024 942  33  16   9   0   0  -1   1.3  75
 465.0   10855  0.181   715  1601  3029 942  33  16   9   0   0  -1   1.3  75
 466.0   10780  0.180   715  1604  3034 942  33  16   9   0   0  -1   1.3  75
 467.0   10705  0.179   715  1607  3039 941  33  16   9   0   0  -1   1.3  75
 468.0   10631  0.177   715  1610  3044 941  33  16   9   0   0  -1   1.3  75
 469.0   10557  0.176   715  1613  3049 941  34  17   9   0   0  -1   1.3  75
 470.0   10484  0.175   715  1616  3054 940  34  17   9   0   0  -1   1.3  75
 471.0   10412  0.174   715  1619  3059 940  34  17  10   0   0  -1   1.3  75
 472.0   10341  0.173   715  1622  3064 939  34  17  10   0   0  -1   1.3  75
 473.0   10270  0.171   715  1625  3069 939  34  17  10   0   0  -1   1.3  75
 474.0   10200  0.170   715  1628  3074 939  34  17  10   0   0  -1   1.3  75
 475.0   10130  0.169   715  1631  3079 938  34  18  10   0   0  -1   1.3  75
 476.0   10061  0.168   715  1634  3084 938  35  18  10   0   0  -1   1.3  75
 477.0    9993  0.167   715  1637  3089 937  35  18  10   0   0  -1   1.3  75
 478.0    9925  0.166   715  1640  3094 937  35  18  10   0   0  -1   1.3  75
 479.0    9858  0.164   715  1643  3099 936  35  18  10   0   0  -1   1.3  75
 480.0    9792  0.163   715  1646  3104 936  35  19  10   0   0  -1   1.3  75
 481.0    9726  0.162   715  1649  3109 936  35  19  10   0   0  -1   1.3  75
 482.0    9661  0.161   715  1652  3114 935  35  19  10   0   0  -1   1.3  75
 483.0    9596  0.160   715  1655  3119 935  35  19  10   0   0  -1   1.3  75
 484.0    9532  0.159   715  1658  3124 934  36  20  11   0   0  -1   1.3  75
 485.0    9468  0.158   715  1661  3129 934  36  20  11   0   0  -1   1.3  75
 486.0    9405  0.157   715  1664  3134 933  36  20  11   0   0  -1   1.3  75
 487.0    9343  0.156   715  1667  3139 933  36  20  11   0   0  -1   1.3  75
 488.0    9281  0.155   715  1670  3144 933  36  20  11   0   0  -1   1.3  75
 489.0    9220  0.154   715  1673  3149 932  36  21  11   0   0  -1   1.3  75
 490.0    9159  0.153   715  1676  3154 932  36  21  11   0   0  -1   1.3  75
 491.0    9099  0.152   715  1679  3159 931  36  21  11   0   0  -1   1.3  75
 492.0    9039  0.151   715  1682  3164 931  37  21  11   0   0  -1   1.3  75
 493.0    8980  0.150   715  1685  3169 930  37  22  11   0   0  -1   1.3  75
 494.0    8921  0.149   715  1688  3174 930  37  22  11   0   0  -1   1.3  75
 495.0    8863  0.148   715  1691  3179 929  37  22  12   0   0  -1   1.3  75
 496.0    8805  0.147   715  1694  3184 929  37  22  12   0   0  -1   1.3  75
 497.0    8748  0.146   715  1697  3189 928  37  23  12   0   0  -1   1.3  75
 498.0    8692  0.145   715  1700  3194 928  37  23  12   0   0  -1   1.3  75
 499.0    8635  0.144   715  1702  3199 927  38  23  12   0   0  -1   1.3  75
 500.0    8580  0.143   715  1705  3204 927  38  23  12   0   0  -1   1.3  75
 501.0    8525  0.142   715  1708  3209 927  38  24  12   0   0  -1   1.3  75
 502.0    8470  0.141   715  1711  3214 926  38  24  12   0   0  -1   1.3  75
 503.0    8416  0.140   715  1714  3219 926  38  24  12   0   0  -1   1.3  75
 504.0    8362  0.139   715  1717  3224 925  38  24  12   0   0  -1   1.3  75
 505.0    8309  0.139   715  1720  3229 925  38  25  12   0   0  -1   1.3  75
 506.0    8256  0.138   715  1723  3234 924  38  25  13   0   0  -1   1.3  75
 507.0    8204  0.137   715  1726  3239 924  39  25  13   0   0  -1   1.3  75
 508.0    8152  0.136   715  1729  3244 923  39  25  13   0   0  -1   1.3  75
 509.0    8100  0.135   715  1732  3249 923  39  26  13   0   0  -1   1.3  75
 510.0    8049  0.134   715  1735  3254 922  39  26  13   0   0  -1   1.3  75
 511.0    7999  0.133   715  1738  3258 922  39  26  13   0   0  -1   1.3  75
 512.0    7949  0.133   715  1741  3263 921  39  27  13   0   0  -1   1.3  75
 513.0    7899  0.132   715  1744  3268 921  39  27  13   0   0  -1   1.3  75
 514.0    7850  0.131   715  1747  3273 920  40  27  13   0   0  -1   1.3  75
 515.0    7801  0.130   715  1750  3278 920  40  27  13   0   0  -1   1.3  75
 516.0    7752  0.129   715  1753  3283 919  40  28  13   0   0  -1   1.3  75
 517.0    7704  0.129   715  1756  3287 919  40  28  14   0   0  -1   1.3  75
 518.0    7657  0.128   715  1759  3292 918  40  28  14   0   0  -1   1.3  75
 519.0    7609  0.127   715  1762  3297 918  40  28  14   0   0  -1   1.3  75
 520.0    7563  0.126   715  1765  3302 917  40  29  14   0   0  -1   1.3  75
 521.0    7516  0.125   715  1768  3306 916  40  29  14   0   0  -1   1.3  75
 522.0    7470  0.125   715  1771  3311 916  41  29  14   0   0  -1   1.3  75
 523.0    7425  0.124   715  1774  3316 915  41  30  14   0   0  -1   1.3  75
 524.0    7379  0.123   715  1777  3320 915  41  30  14   0   0  -1   1.3  75
 525.0    7334  0.122   715  1780  3325 914  41  30  14   0   0  -1   1.3  75
 526.0    7290  0.122   715  1783  3329 914  41  31  14   0   0  -1   1.3  75
 527.0    7246  0.121   715  1786  3334 913  41  31  15   0   0  -1   1.3  75
 528.0    7202  0.120   715  1789  3338 913  41  31  15   0   0  -1   1.3  75
 529.0    7159  0.119   715  1792  3342 912  42  31  15   0   0  -1   1.3  75
 530.0    7116  0.119   715  1795  3347 912  42  32  15   0   0  -1   1.3  75
 531.0    7073  0.118   715  1797  3351 911  42  32  15   0   0  -1   1.3  75
 532.0    7031  0.117   715  1800  3355 911  42  32  15   0   0  -1   1.3  75
 533.0    6989  0.117   715  1803  3359 910  42  33  15   0   0  -1   1.3  75
 534.0    6947  0.116   715  1806  3363 910  42  33  15   0   0  -1   1.3  75
 535.0    6906  0.115   715  1809  3367 909  42  33  15   0   0  -1   1.3  75
 536.0    6865  0.115   715  1812  3370 909  42  33  15   0   0  -1   1.3  75
 537.0    6824  0.114   715  1815  3374 908  43  34  15   0   0  -1   1.3  75
 538.0    6784  0.113   715  1818  3377 908  43  34  16   0   0  -1   1.3  75
 539.0    6744  0.113   715  1821  3381 907  43  34  16   0   0  -1   1.3  75
 540.0    6704  0.112   715  1824  3384 907  43  35  16   0   0  -1   1.3  75
 541.0    6665  0.111   715  1827  3387 906  43  35  16   0   0  -1   1.3  75
 542.0    6626  0.111   715  1830  3390 906  43  35  16   0   0  -1   1.3  75
 543.0    6587  0.110   715  1833  3393 905  43  35  16   0   0  -1   1.3  75
 544.0    6549  0.109   715  1836  3396 905  43  36  16   0   0  -1   1.3  75
 545.0    6511  0.109   715  1839  3398 904  44  36  16   0   0  -1   1.3  75
 546.0    6473  0.108   715  1842  3401 904  44  36  16   0   0  -1   1.3  75
 547.0    6436  0.107   715  1845  3403 903  44  37  16   0   0  -1   1.3  75
 548.0    6399  0.107   715  1848  3405 903  44  37  16   0   0  -1   1.3  75
 549.0    6362  0.106   715  1851  3407 902  44  37  17   0   0  -1   1.3  75
 550.0    6325  0.106   715  1854  3408 902  44  37  17   0   0  -1   1.3  75
 551.0    6289  0.105   715  1857  3410 901  44  38  17   0   0  -1   1.3  75
 552.0    6253  0.104   715  1860  3411 901  44  38  17   0   0  -1   1.3  75
 553.0    6217  0.104   715  1863  3412 900  45  38  17   0   0  -1   1.3  75
 554.0    6182  0.103   715  1866  3413 900  45  39  17   0   0  -1   1.3  75
 555.0    6147  0.103   715  1869  3414 899  45  39  17   0   0  -1   1.3  75
 556.0    6112  0.102   715  1872  3415 899  45  39  17   0   0  -1   1.3  75
 557.0    6077  0.101   715  1875  3415 898  45  39  17   0   0  -1   1.3  75
 558.0    6043  0.101   715  1878  3416 898  45  40  17   0   0  -1   1.3  75
 559.0    6009  0.100   715  1881  3416 897  45  40  17   0   0  -1   1.3  75
 560.0    5975  0.100   715  1884  3416 897  45  40  17   0   0  -1   1.3  75
 561.0    5942  0.099   715  1887  3416 897  46  40  18   0   0  -1   1.3  75
 562.0    5909  0.099   715  1889  3416 896  46  41  18   0   0  -1   1.3  75
 563.0    5876  0.098   715  1892  3416 896  46  41  18   0   0  -1   1.3  75
 564.0    5843  0.097   715  1895  3415 895  46  41  18   0   0  -1   1.3  75
 565.0    5811  0.097   715  1898  3415 895  46  41  18   0   0  -1   1.3  75
 566.0    5779  0.096   715  1901  3414 894  46  42  18   0   0  -1   1.3  75
 567.0    5747  0.096   715  1904  3413 894  46  42  18   0   0  -1   1.3  75
 568.0    5715  0.095   715  1907  3413 893  46  42  18   0   0  -1   1.3  75
 569.0    5684  0.095   715  1910  3412 893  46  42  18   0   0  -1   1.3  75
 570.0    5652  0.094   715  1913  3411 893  47  43  18   0   0  -1   1.3  75
 571.0    5621  0.094   715  1916  3410 892  47  43  18   0   0  -1   1.3  75
 572.0    5591  0.093   715  1919  3409 892  47  43  18   0   0  -1   1.3  75
 573.0    5560  0.093   715  1922  3408 891  47  43  18   0   0  -1   1.3  75
 574.0    5530  0.092   715  1925  3406 891  47  44  18   0   0  -1   1.3  75
 575.0    5500  0.092   715  1928  3405 891  47  44  19   0   0  -1   1.3  75
 576.0    5470  0.091   715  1931  3404 890  47  44  19   0   0  -1   1.3  75
 577.0    5441  0.091   715  1934  3402 890  47  44  19   0   0  -1   1.3  75
 578.0    5411  0.090   715  1937  3401 889  47  44  19   0   0  -1   1.3  75
 579.0    5382  0.090   715  1940  3400 889  48  45  19   0   0  -1   1.3  75
 580.0    5353  0.089   715  1943  3398 889  48  45  19   0   0  -1   1.3  75
 581.0    5325  0.089   715  1946  3397 888  48  45  19   0   0  -1   1.3  75
 582.0    5296  0.088   715  1949  3395 888  48  45  19   0   0  -1   1.3  75
 583.0    5268  0.088   715  1952  3394 887  48  46  19   0   0  -1   1.3  75
 584.0    5240  0.087   715  1955  3392 887  48  46  19   0   0  -1   1.3  75
 585.0    5212  0.087   715  1958  3390 887  48  46  19   0   0  -1   1.3  75
 586.0    5185  0.086   715  1961  3389 886  48  46  19   0   0  -1   1.3  75
 587.0    5157  0.086   715  1964  3387 886  48  46  19   0   0  -1   1.3  75
 588.0    5130  0.086   715  1967  3385 885  49  47  19   0   0  -1   1.3  75
 589.0    5103  0.085   715  1970  3384 885  49  47  19   0   0  -1   1.3  75
 590.0    5077  0.085   715  1973  3382 885  49  47  19   0   0  -1   1.3  75
 591.0    5050  0.084   715  1976  3380 884  49  47  20   0   0  -1   1.3  75
 592.0    5024  0.084   715  1979  3379 884  49  47  20   0   0  -1   1.3  75
 593.0    4997  0.083   715  1982  3377 884  49  48  20   0   0  -1   1.3  75
 594.0    4971  0.083   715  1984  3375 883  49  48  20   0   0  -1   1.3  75
 595.0    4946  0.083   715  1987  3374 883  49  48  20   0   0  -1   1.3  75
 596.0    4920  0.082   715  1990  3372 883  49  48  20   0   0  -1   1.3  75
 597.0    4895  0.082   715  1993  3370 882  50  49  20   0   0  -1   1.3  75
 598.0    4869  0.081   715  1996  3368 882  50  49  20   0   0  -1   1.3  75
 599.0    4844  0.081   715  1999  3367 881  50  49  20   0   0  -1   1.3  75
 600.0    4820  0.080   715  2002  3365 881  50  49  20   0   0  -1   1.3  75
 601.0    4795  0.080   715  2005  3363 881  50  49  20   0   0  -1   1.3  75
 602.0    4770  0.080   715  2008  3361 880  50  50  20   0   0  -1   1.3  75
 603.0    4746  0.079   715  2011  3360 880  50  50  20   0   0  -1   1.3  75
 604.0    4722  0.079   715  2014  3358 880  50  50  20   0   0  -1   1.3  75
 605.0    4698  0.078   715  2017  3356 879  50  50  20   0   0  -1   1.3  75
 606.0    4674  0.078   715  2020  3354 879  50  50  20   0   0  -1   1.3  75
 607.0    4651  0.078   715  2023  3352 879  51  51  20   0   0  -1   1.3  75
 608.0    4627  0.077   715  2026  3351 878  51  51  20   0   0  -1   1.3  75
 609.0    4604  0.077   715  2029  3349 878  51  51  20   0   0  -1   1.3  75
 610.0    4581  0.076   715  2032  3347 877  51  51  21   0   0  -1   1.3  75
 611.0    4558  0.076   715  2035  3345 877  51  51  21   0   0  -1   1.3  75
 612.0    4535  0.076   715  2038  3343 877  51  52  21   0   0  -1   1.3  75
 613.0    4513  0.075   715  2041  3342 876  51  52  21   0   0  -1   1.3  75
 614.0    4490  0.075   715  2044  3340 876  51  52  21   0   0  -1   1.3  75
 615.0    4468  0.075   715  2047  3338 876  51  52  21   0   0  -1   1.3  75
 616.0    4446  0.074   715  2050  3336 875  52  52  21   0   0  -1   1.3  75
 617.0    4424  0.074   715  2053  3334 875  52  53  21   0   0  -1   1.3  75
 618.0    4402  0.073   715  2056  3333 875  52  53  21   0   0  -1   1.3  75
 619.0    4380  0.073   715  2059  3331 874  52  53  21   0   0  -1   1.3  75
 620.0    4359  0.073   715  2062  3329 874  52  53  21   0   0  -1   1.3  75
 621.0    4338  0.072   715  2065  3327 874  52  53  21   0   0  -1   1.3  75
 622.0    4316  0.072   715  2068  3325 873  52  54  21   0   0  -1   1.3  75
 623.0    4295  0.072   715  2071  3324 873  52  54  21   0   0  -1   1.3  75
 624.0    4274  0.071   715  2074  3322 872  52  54  21   0   0  -1   1.3  75
 625.0    4254  0.071   715  2077  3320 872  52  54  21   0   0  -1   1.3  75
 626.0    4233  0.071   715  2079  3318 872  53  54  21   0   0  -1   1.3  75
 627.0    4213  0.070   715  2082  3316 871  53  55  21   0   0  -1   1.3  75
 628.0    4192  0.070   715  2085  3315 871  53  55  21   0   0  -1   1.3  75
 629.0    4172  0.070   715  2088  3313 871  53  55  22   0   0  -1   1.3  75
 630.0    4152  0.069   715  2091  3311 870  53  55  22   0   0  -1   1.3  75
 631.0    4132  0.069   715  2094  3309 870  53  55  22   0   0  -1   1.3  75
 632.0    4112  0.069   715  2097  3307 870  53  56  22   0   0  -1   1.3  75
 633.0    4093  0.068   715  2100  3306 869  53  56  22   0   0  -1   1.3  75
 634.0    4073  0.068   715  2103  3304 869  53  56  22   0   0  -1   1.3  75
 635.0    4054  0.068   715  2106  3302 869  54  56  22   0   0  -1   1.3  75
 636.0    4035  0.067   715  2109  3300 868  54  56  22   0   0  -1   1.3  75
 637.0    4016  0.067   715  2112  3298 868  54  57  22   0   0  -1   1.3  75
 638.0    3997  0.067   715  2115  3297 867  54  57  22   0   0  -1   1.3  75
 639.0    3978  0.066   715  2118  3295 867  54  57  22   0   0  -1   1.3  75
 640.0    3959  0.066   715  2121  3293 867  54  57  22   0   0  -1   1.3  75
 641.0    3941  0.066   715  2124  3291 866  54  57  22   0   0  -1   1.3  75
 642.0    3922  0.065   715  2127  3289 866  54  58  22   0   0  -1   1.3  75
 643.0    3904  0.065   715  2130  3288 866  54  58  22   0   0  -1   1.3  75
 644.0    3886  0.065   715  2133  3286 865  55  58  22   0   0  -1   1.3  75
 645.0    3868  0.065   715  2136  3284 865  55  58  22   0   0  -1   1.3  75
 646.0    3850  0.064   715  2139  3282 864  55  58  22   0   0  -1   1.3  75
 647.0    3832  0.064   715  2142  3280 864  55  59  22   0   0  -1   1.3  75
 648.0    3814  0.064   715  2145  3278 864  55  59  22   0   0  -1   1.3  75
 649.0    3797  0.063   715  2148  3277 863  55  59  23   0   0  -1   1.3  75
 650.0    3779  0.063   715  2151  3275 863  55  59  23   0   0  -1   1.3  75
 651.0    3762  0.063   715  2154  3273 863  55  59  23   0   0  -1   1.3  75
 652.0    3745  0.062   715  2157  3271 862  55  60  23   0   0  -1   1.3  75
 653.0    3728  0.062   715  2160  3269 862  56  60  23   0   0  -1   1.3  75
